replication,local_seed,ensemble,control_index,delay5_r2,nonlinear_prediction_r2,narma10_r2,parity3_accuracy
19,697096573,symmetric_radius_matched,7,0.24268133602691544,0.9459938625316087,0.5959263232432637,0.9940677966101695
19,697096573,symmetric_radius_matched,8,0.30075348669834234,0.9443185244801157,0.6060754308633824,0.9177966101694915
19,697096573,symmetric_radius_matched,9,0.3810185722474,0.9548804988913183,0.4905162689805662,0.8652542372881356
19,697096573,symmetric_radius_matched,10,0.45434217911035313,0.9498334338000524,0.5691888872944397,0.9347457627118644
19,697096573,symmetric_radius_matched,11,0.6024266155693686,0.9610468607831373,0.5879136428027506,0.9584745762711865
19,697096573,FIN,-1,0.27660303045160883,0.7093078743029657,0.6052342092370614,0.7669491525423728
20,3221526321,isospectral_orientation,0,0.2085344111918881,0.6838238028251835,0.6091634206647567,0.9983050847457627
20,3221526321,isospectral_orientation,1,0.21255704871277714,0.6725523879667652,0.600068422070861,0.9694915254237289
20,3221526321,isospectral_orientation,2,0.2158434671696673,0.7022805462869279,0.6297978614713178,0.9991525423728813
20,3221526321,isospectral_orientation,3,0.21483250862065306,0.6792146670406833,0.6246944700282013,0.9991525423728813
20,3221526321,isospectral_orientation,4,0.20874188786209524,0.6858665274817812,0.6194672526210753,0.985593220338983
20,3221526321,isospectral_orientation,5,0.21888921920752202,0.712372818506176,0.628703978873481,0.9788135593220338
20,3221526321,symmetric_radius_matched,6,0.3869849088371332,0.9550328088490251,0.6232129941704312,0.8872881355932203
20,3221526321,symmetric_radius_matched,7,0.4495743083731033,0.9495612407123225,0.6241835422947556,0.9033898305084745
20,3221526321,symmetric_radius_matched,8,0.3326143887403634,0.9656178257510877,0.5868302270897782,0.9771186440677966
20,3221526321,symmetric_radius_matched,9,0.5853117186335937,0.9601751745172055,0.5874593943805542,0.9991525423728813
20,3221526321,symmetric_radius_matched,10,0.6199325101985048,0.9516116376598676,0.6322461494449796,1.0
20,3221526321,symmetric_radius_matched,11,0.6199686388594361,0.958270169323017,0.6037498822476917,0.9
20,3221526321,FIN,-1,0.21594272099531264,0.7037763974272196,0.6313692821555548,0.7932203389830509
21,737802934,isospectral_orientation,0,0.18445169754473756,0.6931507381732045,0.626136053137123,0.9957627118644068
21,737802934,isospectral_orientation,1,0.18784472380031658,0.703689467878053,0.6162893189432124,0.9915254237288136
21,737802934,isospectral_orientation,2,0.1900194429704033,0.6124125543731531,0.6216155061673404,0.9415254237288135
21,737802934,isospectral_orientation,3,0.18395882859340384,0.7066571906331469,0.6274660967384218,0.9432203389830508
21,737802934,isospectral_orientation,4,0.18511767372133647,0.7165450469411232,0.6150449461034857,0.985593220338983
21,737802934,isospectral_orientation,5,0.19057631186855806,0.7002208713038391,0.6274315472726166,0.9491525423728814
21,737802934,symmetric_radius_matched,6,0.45975409186087635,0.9545952259872102,0.5625340028794246,0.8864406779661017
21,737802934,symmetric_radius_matched,7,0.417712474166665,0.9530747625225783,0.6223371075720485,0.8847457627118644
21,737802934,symmetric_radius_matched,8,0.28909481673503545,0.9561070427916327,0.6058421837323078,1.0
21,737802934,symmetric_radius_matched,9,0.5903282985749471,0.9735822791877818,0.6097577616702896,0.9838983050847457
21,737802934,symmetric_radius_matched,10,0.4074869903174193,0.9521154681130768,0.6067063342937518,0.9127118644067796
21,737802934,symmetric_radius_matched,11,0.31390130307549646,0.9525167818453674,0.5926706026991706,0.8694915254237288
21,737802934,FIN,-1,0.18869425737929757,0.7019854128142371,0.6385853984179382,0.75
22,3048488212,isospectral_orientation,0,0.2196777150449143,0.670799326872639,0.6008464307627948,0.9288135593220339
22,3048488212,isospectral_orientation,1,0.21636910010280352,0.6798668223939033,0.6229574788122644,0.9550847457627119
22,3048488212,isospectral_orientation,2,0.2199893381190401,0.7420833617508109,0.6099174717644095,0.9991525423728813
22,3048488212,isospectral_orientation,3,0.21710610298411614,0.70753353346884,0.6264746978663713,0.9593220338983051
22,3048488212,isospectral_orientation,4,0.21298086038556774,0.6860882305360297,0.6211448490789746,0.9423728813559322
22,3048488212,isospectral_orientation,5,0.20809880044114637,0.6991052100577417,0.6062642104453195,0.9872881355932204
22,3048488212,symmetric_radius_matched,6,0.4609473564778588,0.9714175860303805,0.5686745471256092,0.7847457627118644
22,3048488212,symmetric_radius_matched,7,0.4592979121638522,0.953488070382932,0.5705094164720126,0.6686440677966101
22,3048488212,symmetric_radius_matched,8,0.4728026315598398,0.950582279771756,0.613029563683408,0.711864406779661
22,3048488212,symmetric_radius_matched,9,0.43068416404343324,0.9698277700883645,0.5944044974780396,0.9898305084745763
22,3048488212,symmetric_radius_matched,10,0.2866790756988328,0.9378119270800923,0.6266430112511768,0.9720338983050848
22,3048488212,symmetric_radius_matched,11,0.5727529720119775,0.950077616568527,0.6151402843481519,0.9720338983050848
22,3048488212,FIN,-1,0.21332246404985178,0.7077433738119139,0.621861084892565,0.7610169491525424
23,4057316029,isospectral_orientation,0,0.22862036846011957,0.674851345475356,0.5376578523482065,0.9474576271186441
23,4057316029,isospectral_orientation,1,0.22823052823479462,0.67371458938447,0.592858401024549,0.9322033898305084
23,4057316029,isospectral_orientation,2,0.22584816018602683,0.654922344290018,0.5400021837150921,0.9686440677966102
23,4057316029,isospectral_orientation,3,0.2266410615570612,0.6792037709225084,0.5828614504875996,0.9398305084745763
23,4057316029,isospectral_orientation,4,0.22995750122488512,0.7081931458486832,0.605064331854102,0.9991525423728813
23,4057316029,isospectral_orientation,5,0.22026681882724453,0.6829749597925687,0.5839450665614112,0.9737288135593221
23,4057316029,symmetric_radius_matched,6,0.443469272954258,0.954125789139896,0.5959894808269923,0.7559322033898305
23,4057316029,symmetric_radius_matched,7,0.5723075613982205,0.9508232317712513,0.5710974981666972,1.0
23,4057316029,symmetric_radius_matched,8,0.4577961000864591,0.948442174032177,0.5518430316025843,0.9254237288135593
23,4057316029,symmetric_radius_matched,9,0.3462099661511433,0.9618642088472228,0.538038417070935,0.9584745762711865
23,4057316029,symmetric_radius_matched,10,0.31534573549122213,0.9374302371882594,0.548217877626192,0.7805084745762711
23,4057316029,symmetric_radius_matched,11,0.3460322580766094,0.9477552907213056,0.5638352750945018,0.7398305084745763
23,4057316029,FIN,-1,0.23664047845751146,0.700840902781588,0.6068207248010933,0.7686440677966102
