dynamics,nominal_time,preparation_vertex,robust_tv_5pct,median_tv,minimum_tv,maximum_tv,optimized_legacy_scale
heat,0.05470044002605323,9,0.0368548900324202,0.03762372990928665,0.036487580440106186,0.03894846137569832,0.09405502520820334
heat,0.05470044002605323,10,0.037027625239435064,0.03783569451264148,0.036681545005265055,0.039304517534696305,0.09405502520820334
heat,0.05470044002605323,11,0.036783120736138625,0.03766690072874759,0.03645532389798478,0.03908885531153824,0.09405502520820334
heat,0.06682628855998672,0,0.044076303127281447,0.04530153313489749,0.0436727420440047,0.047148373100834785,0.09405502520820334
heat,0.06682628855998672,1,0.044036912672655436,0.045332714393270405,0.04381493045048705,0.04743567051120217,0.09405502520820334
heat,0.06682628855998672,2,0.04434694151402825,0.045237222232772906,0.04397558255138136,0.04682589138488321,0.09405502520820334
heat,0.06682628855998672,3,0.04418422262732704,0.04519850908084379,0.04408677826117326,0.046868793003251856,0.09405502520820334
heat,0.06682628855998672,4,0.044213178347563505,0.04521835335047475,0.04362265590354866,0.0466384367439026,0.09405502520820334
heat,0.06682628855998672,5,0.04415398102690347,0.045224021140882614,0.044005915630731265,0.04692693339098113,0.09405502520820334
heat,0.06682628855998672,6,0.04422962240047523,0.04534335835075477,0.04387810536816362,0.047628807638024837,0.09405502520820334
heat,0.06682628855998672,7,0.04427022781243295,0.04522772246262262,0.04396781750932125,0.04668314185183727,0.09405502520820334
heat,0.06682628855998672,8,0.04409993022960769,0.04531674926151405,0.043917308681194915,0.04709760681698444,0.09405502520820334
heat,0.06682628855998672,9,0.044204074813897716,0.04511731628276725,0.043756254768092896,0.04670442433763604,0.09405502520820334
heat,0.06682628855998672,10,0.04440529071583011,0.04537352860612891,0.04399320085536306,0.04713002594095618,0.09405502520820334
heat,0.06682628855998672,11,0.04411407027132258,0.04516858157770659,0.04372280248575905,0.04687199570971215,0.09405502520820334
heat,0.0816401630512592,0,0.05265243008075511,0.05410710713077084,0.0521710832084529,0.056306591101656166,0.09405502520820334
heat,0.0816401630512592,1,0.05260345414300048,0.05414902693295483,0.05234120033329692,0.056650030035899884,0.09405502520820334
heat,0.0816401630512592,2,0.05297225646682554,0.05402434091031651,0.052527105996898624,0.055930891850387694,0.09405502520820334
heat,0.0816401630512592,3,0.052782667391180316,0.05397955610869317,0.05265873500734045,0.055972129851769054,0.09405502520820334
heat,0.0816401630512592,4,0.052814922723550484,0.0539993655132726,0.052108641640435834,0.05569604048108296,0.09405502520820334
heat,0.0816401630512592,5,0.05273905620113072,0.054009561622966454,0.05256191243249004,0.056053112277537606,0.09405502520820334
heat,0.0816401630512592,6,0.052827204807082855,0.054155940790635154,0.05241132911322734,0.05687285725556542,0.09405502520820334
heat,0.0816401630512592,7,0.05287588342596274,0.054017962394407426,0.052516967109593055,0.055756890613115194,0.09405502520820334
heat,0.0816401630512592,8,0.05267953120348172,0.05412787066620994,0.0524544047117179,0.05624482171484331,0.09405502520820334
heat,0.0816401630512592,9,0.05280447617906504,0.05388241347669909,0.05225894120811031,0.055775728441854085,0.09405502520820334
heat,0.0816401630512592,10,0.0530361586770487,0.05419137220687821,0.05254825805124239,0.05628201513410744,0.09405502520820334
heat,0.0816401630512592,11,0.05269125392002985,0.053942922070071335,0.05222660973875928,0.055974711644571955,0.09405502520820334
heat,0.09973793796812819,0,0.0625878964715131,0.06430409550598291,0.06201677806954691,0.06690891947862765,0.09405502520820334
heat,0.09973793796812819,1,0.06252689017940045,0.06436066236888753,0.06221936357905564,0.06731749923209573,0.09405502520820334
heat,0.09973793796812819,2,0.06296302554245758,0.06420629295646688,0.06243166556722741,0.06647610116239727,0.09405502520820334
heat,0.09973793796812819,3,0.0627446004760247,0.06414595648178473,0.06258639538870812,0.06651063156357387,0.09405502520820334
heat,0.09973793796812819,4,0.06277954032759858,0.06417313310081312,0.06193878395971641,0.06618112633816231,0.09405502520820334
heat,0.09973793796812819,5,0.06268194490661742,0.06418096639992016,0.062470961078695535,0.06662357309019779,0.09405502520820334
