row_type,omega,phi,beta,eta,score,all_pass,index,normalized_distance_from_frozen
local_perturbation,0.1803468216280405,0.1624999999999998,1.0,1.8,2.01317146635787,True,134,0.9005297286599165
local_perturbation,0.18189350474375313,0.1624999999999998,0.9583784609157457,1.8,2.249996556846293,True,135,1.351773599803112
local_perturbation,0.1780508521831921,0.1624999999999998,0.9398797468020608,1.8,2.8465844205581488,False,136,2.144095879305254
local_perturbation,0.18591699867954156,0.1624999999999998,1.0,1.8,1.8879592924558481,True,137,0.02783311325692724
local_perturbation,0.17835728821898503,0.13669577743102249,1.0,1.8,2.7534463670561027,False,138,1.890299791433371
local_perturbation,0.1820581999786763,0.1624999999999998,1.0,1.7643161606995896,2.5768585172107965,False,139,1.0837109099683528
local_perturbation,0.16640431741522185,0.1623912128775806,0.9483258019257714,1.8,4.319634723449171,False,140,3.546236666352466
local_perturbation,0.18529451918352574,0.1466119581424903,1.0,1.8,1.9052793443611833,True,141,0.8859274261611852
local_perturbation,0.19583479973282386,0.1459315292112362,0.977375406014636,1.8,2.2123985953274037,True,142,2.022426640211101
local_perturbation,0.1982582912272027,0.1624999999999998,1.0,1.8,2.6241128853060824,False,143,2.0847152045337842
local_perturbation,0.1878648283934239,0.1624999999999998,0.9977424451474676,1.7408520404815928,2.6684514849396535,False,144,1.5214950661152378
local_perturbation,0.17548276322811865,0.15549800310870368,1.0,1.8,2.71807257817292,False,145,1.7548638922587787
local_perturbation,0.17818850783045534,0.1624999999999998,1.0,1.7914156651342428,2.3565486044857127,True,146,1.2783909911437823
local_perturbation,0.17877874342263286,0.15254906212316283,1.0,1.8,2.3045589689951913,True,147,1.286692248157748
local_perturbation,0.1950995449326512,0.1624999999999998,1.0,1.8,2.4393165067885128,True,148,1.558257488775199
local_perturbation,0.18589897328586527,0.1624999999999998,0.954660435803182,1.7775599872561116,2.444404130884489,True,149,1.4118926143716013
local_perturbation,0.1837768986738166,0.1447554103586678,1.0,1.7327542166495338,3.59494196429997,False,150,1.9764139221178494
local_perturbation,0.18360896611082952,0.1398774905072894,0.9937473136891067,1.8,2.14812346341412,True,151,1.3186397389554496
local_perturbation,0.18206041451396252,0.1624999999999998,1.0,1.7878483627372312,2.119203342173116,True,152,0.6858782395689538
local_perturbation,0.19580550299284197,0.1624999999999998,0.9331394102182077,1.8,2.292084018135302,True,153,2.5412505260434877
local_perturbation,0.17987700317254174,0.1204641881343076,1.0,1.770341055261341,3.711245331132596,False,154,2.6384900505241236
local_perturbation,0.18026980011404486,0.1336771492535357,0.9551285173971352,1.7488348976001007,4.6144658831997,False,155,2.584202493491371
local_perturbation,0.193393131983051,0.1624999999999998,0.9893542088119385,1.8,2.291111725925516,True,156,1.309665618260065
local_perturbation,0.19025960330501238,0.1624999999999998,1.0,1.8,2.131013759258069,True,157,0.7516005508353962
local_perturbation,0.18541784390782,0.1624999999999998,1.0,1.7764154058894004,2.114580509162129,True,158,0.5922080142054829
local_perturbation,0.17580959579963798,0.15830223327642848,1.0,1.8,2.6076289063406253,False,159,1.6730673081151386
local_perturbation,0.17722139346228793,0.1624999999999998,0.9708597065923148,1.7901309726094952,2.8296899933315878,False,160,1.6656946073751235
