times,worst_case_minimum_information_eigenvalue,median_minimum_information_eigenvalue,all_sampled_clocks_monotone
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351]",7.824566968141325e-07,7.856869906778782e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259]",1.213692027355645e-06,1.2187749136361552e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.3201135363491284, 0.8560912078750774]",1.7540716102015693e-06,1.761817840572148e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.3201135363491284, 1.0947728947252522]",2.380938477039597e-06,2.3921199614253425e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.3201135363491284, 1.4]",3.051781793020666e-06,3.06697884063222e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351]",1.3689913640637212e-06,1.375927607221087e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259]",2.1413405108084382e-06,2.151219958254386e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.4093624833498013, 0.8560912078750774]",3.086566897278517e-06,3.101571510222478e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.4093624833498013, 1.0947728947252522]",4.183195862969859e-06,4.205038862969154e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.4093624833498013, 1.4]",5.363686993179277e-06,5.393703777432826e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259]",3.4550498029528163e-06,3.47431577726409e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.5234943972864351, 0.8560912078750774]",4.999418772427952e-06,5.02687990083608e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.5234943972864351, 1.0947728947252522]",6.771683974689438e-06,6.8117225041106604e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.5234943972864351, 1.4]",8.688078105994082e-06,8.74357919504562e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.6694467498530259, 0.8560912078750774]",7.547487614117806e-06,7.596941138896265e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.6694467498530259, 1.0947728947252522]",1.0249568027247773e-05,1.0318960143855988e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.6694467498530259, 1.4]",1.3160393538950387e-05,1.3256897169689002e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.8560912078750774, 1.0947728947252522]",1.4589293934244629e-05,1.4705555563996536e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 0.8560912078750774, 1.4]",1.8770620208222438e-05,1.8928477196145685e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.11969831626736879, 1.0947728947252522, 1.4]",2.529916141154575e-05,2.5545602967129497e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.25032258773548044]",1.1322345943851427e-08,1.141346886881435e-08,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.3201135363491284]",3.7005921545184497e-08,3.728191061357524e-08,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.4093624833498013]",8.232010535660103e-08,8.291080971890049e-08,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.5234943972864351]",1.5414613162336514e-07,1.5522429984663594e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.6694467498530259]",2.573455863469337e-07,2.591096014409445e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 0.8560912078750774]",3.919666314646479e-07,3.9460674209942917e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 1.0947728947252522]",5.512014462247811e-07,5.549372771321805e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.1957474171359199, 1.4]",7.224165971604678e-07,7.274054308327502e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 0.3201135363491284]",1.44412176682885e-07,1.459503479133059e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 0.4093624833498013]",3.703982685532095e-07,3.732497027615572e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 0.5234943972864351]",6.94636656371895e-07,6.993264403752032e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 0.6694467498530259]",1.1443716973860153e-06,1.1516968165519415e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 0.8560912078750774]",1.7203873599047365e-06,1.7315307221152894e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 1.0947728947252522]",2.3965521256698205e-06,2.4124366104195918e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.25032258773548044, 1.4]",3.123707758321324e-06,3.144963779054408e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 0.4093624833498013]",8.460403576031983e-07,8.551873917537612e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 0.5234943972864351]",1.6945103080676004e-06,1.705998183288956e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 0.6694467498530259]",2.765931197770393e-06,2.783545180560013e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 0.8560912078750774]",4.1110199519774855e-06,4.137537552537093e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 1.0947728947252522]",5.681023479853397e-06,5.71894821656701e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.3201135363491284, 1.4]",7.372603913489838e-06,7.42381615758037e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.4093624833498013, 0.5234943972864351]",3.1361440320610922e-06,3.1668227415675054e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.4093624833498013, 0.6694467498530259]",5.28578917815441e-06,5.321884891890279e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.4093624833498013, 0.8560912078750774]",7.818803286434532e-06,7.871997627544265e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.4093624833498013, 1.0947728947252522]",1.0754888491883218e-05,1.083129091344385e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.4093624833498013, 1.4]",1.3927585269367391e-05,1.4031859252400961e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.5234943972864351, 0.6694467498530259]",8.747009662022341e-06,8.823868350091144e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.5234943972864351, 0.8560912078750774]",1.3140836103778663e-05,1.3240385092508814e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.5234943972864351, 1.0947728947252522]",1.8050228559123225e-05,1.8192061004651557e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.5234943972864351, 1.4]",2.3357798964048943e-05,2.3552840717277937e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.6694467498530259, 0.8560912078750774]",2.009903488776034e-05,2.0290310792844525e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.6694467498530259, 1.0947728947252522]",2.7848614010902325e-05,2.8097770540359687e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.6694467498530259, 1.4]",3.605388506908938e-05,3.639554674273851e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.8560912078750774, 1.0947728947252522]",3.9939140371951196e-05,4.037685407456546e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 0.8560912078750774, 1.4]",5.1985203049199644e-05,5.254971206426932e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.15307069035205895, 1.0947728947252522, 1.4]",7.039864426945595e-05,7.131207996025697e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 0.3201135363491284]",7.207247517739587e-08,7.311375667924262e-08,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 0.4093624833498013]",2.4098188023390235e-07,2.4413311548918405e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 0.5234943972864351]",5.266675932007117e-07,5.332022775065317e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 0.6694467498530259]",9.535943588225394e-07,9.65022939742161e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 0.8560912078750774]",1.525890110251974e-06,1.5437090997521045e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 1.0947728947252522]",2.2187061711440626e-06,2.244089755787676e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.25032258773548044, 1.4]",2.9806083904583935e-06,3.014150341568453e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 0.4093624833498013]",9.046287441709302e-07,9.217750738355628e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 0.5234943972864351]",2.3121459190718048e-06,2.342688937014226e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 0.6694467498530259]",4.176479686485885e-06,4.223572869636108e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 0.8560912078750774]",6.566317696044298e-06,6.634046765877217e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 1.0947728947252522]",9.394496841709698e-06,9.49135822376315e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.3201135363491284, 1.4]",1.2478070756649902e-05,1.2608884382929899e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.4093624833498013, 0.5234943972864351]",4.930561356564198e-06,5.027352483238551e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.4093624833498013, 0.6694467498530259]",9.659495609299111e-06,9.769901921606105e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.4093624833498013, 0.8560912078750774]",1.5037460900793676e-05,1.5190737216513112e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.4093624833498013, 1.0947728947252522]",2.1248975798493552e-05,2.1466730589813603e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.4093624833498013, 1.4]",2.798701592842515e-05,2.8281950919050153e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.5234943972864351, 0.6694467498530259]",1.667828876664634e-05,1.6979830478743904e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.5234943972864351, 0.8560912078750774]",2.7142739542096075e-05,2.7443187306827056e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.5234943972864351, 1.0947728947252522]",3.8213322180962744e-05,3.8629375578111064e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.5234943972864351, 1.4]",5.011909050186388e-05,5.068433454307818e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.6694467498530259, 0.8560912078750774]",4.210477626903774e-05,4.279838284062217e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.6694467498530259, 1.0947728947252522]",6.075964518225647e-05,6.150539243565655e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.6694467498530259, 1.4]",7.966942713214854e-05,8.066945483761187e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.8560912078750774, 1.0947728947252522]",8.766382501788413e-05,8.906246731293025e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 0.8560912078750774, 1.4]",0.00011650639920878254,0.0001181808729769976,True
"[0.05723689199147829, 0.07319476868138912, 0.1957474171359199, 1.0947728947252522, 1.4]",0.00015817054588112265,0.0001610247118601317,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 0.4093624833498013]",4.0378326561939355e-07,4.1406164763323477e-07,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 0.5234943972864351]",1.347789043302751e-06,1.3781426352106352e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 0.6694467498530259]",2.852237735097521e-06,2.912412308000436e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 0.8560912078750774]",4.94827451542028e-06,5.048302972166032e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 1.0947728947252522]",7.558145625016029e-06,7.706312340968971e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.3201135363491284, 1.4]",1.0500069632314449e-05,1.0701284119777518e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.4093624833498013, 0.5234943972864351]",4.734201578856606e-06,4.891724595254535e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.4093624833498013, 0.6694467498530259]",1.1855363081780012e-05,1.2120721089071018e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.4093624833498013, 0.8560912078750774]",2.0460942423249252e-05,2.0842059775009505e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.4093624833498013, 1.0947728947252522]",3.0609105287218544e-05,3.112334790710779e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.4093624833498013, 1.4]",4.176096979473428e-05,4.2433281600127214e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.5234943972864351, 0.6694467498530259]",2.327266062172045e-05,2.4092575985330387e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.5234943972864351, 0.8560912078750774]",4.4261084993386503e-05,4.5113219605268296e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.5234943972864351, 1.0947728947252522]",6.563464777370962e-05,6.668984861820817e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.5234943972864351, 1.4]",8.835218498792061e-05,8.977216975189553e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.6694467498530259, 0.8560912078750774]",7.063157441191344e-05,7.300014472031142e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.6694467498530259, 1.0947728947252522]",0.00011118441405620441,0.0001131538058297492,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.6694467498530259, 1.4]",0.00014931174895121315,0.00015188442996685774,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.8560912078750774, 1.0947728947252522]",0.0001603906533853792,0.00016553470857985086,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 0.8560912078750774, 1.4]",0.00022379998538384042,0.00022818903882166117,True
"[0.05723689199147829, 0.07319476868138912, 0.25032258773548044, 1.0947728947252522, 1.4]",0.0003018897496233378,0.0003118310686529886,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.4093624833498013, 0.5234943972864351]",1.954813341605625e-06,2.041741794652558e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.4093624833498013, 0.6694467498530259]",6.403995118565811e-06,6.651245896212492e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.4093624833498013, 0.8560912078750774]",1.3015340404852787e-05,1.3480754706573035e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.4093624833498013, 1.0947728947252522]",2.156967853083165e-05,2.2303480460664804e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.4093624833498013, 1.4]",3.149446876033752e-05,3.2529271713497e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.5234943972864351, 0.6694467498530259]",2.0613179545273557e-05,2.1820901360141075e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.5234943972864351, 0.8560912078750774]",5.02695672944447e-05,5.218389830681935e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.5234943972864351, 1.0947728947252522]",8.279807768582018e-05,8.535936099833282e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.5234943972864351, 1.4]",0.00011813809541536281,0.00012139309278283757,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.6694467498530259, 0.8560912078750774]",8.967166473103897e-05,9.540987292611654e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.6694467498530259, 1.0947728947252522]",0.00016614255455581586,0.0001716397202362538,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.6694467498530259, 1.4]",0.00023578046348619845,0.00024175124749764026,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.8560912078750774, 1.0947728947252522]",0.00024245645085099068,0.000257961841936168,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 0.8560912078750774, 1.4]",0.00037311965927632303,0.0003841981586941267,True
"[0.05723689199147829, 0.07319476868138912, 0.3201135363491284, 1.0947728947252522, 1.4]",0.0004949424939027478,0.0005272067209651389,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.5234943972864351, 0.6694467498530259]",7.985310482214685e-06,8.60793309740182e-06,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.5234943972864351, 0.8560912078750774]",2.548785572254464e-05,2.7186510390663103e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.5234943972864351, 1.0947728947252522]",4.967768023344102e-05,5.271220043162531e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.5234943972864351, 1.4]",7.882866019723276e-05,8.33794034289388e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.6694467498530259, 0.8560912078750774]",7.376196656349148e-05,8.150722146882503e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.6694467498530259, 1.0947728947252522]",0.00017625718283554656,0.00018790570728173148,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.6694467498530259, 1.4]",0.00027849257516423663,0.0002930934815382191,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.8560912078750774, 1.0947728947252522]",0.00028110265136423233,0.00031483322387292404,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 0.8560912078750774, 1.4]",0.0005156759582457904,0.0005461358727937056,True
"[0.05723689199147829, 0.07319476868138912, 0.4093624833498013, 1.0947728947252522, 1.4]",0.0006759022633762256,0.0007624598273236559,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 0.6694467498530259, 0.8560912078750774]",2.6835133279242978e-05,3.055631383077642e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 0.6694467498530259, 1.0947728947252522]",8.361749492150089e-05,9.3401042557367e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 0.6694467498530259, 1.4]",0.00015698694994211893,0.00017366088422343459,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 0.8560912078750774, 1.0947728947252522]",0.0002129378709806441,0.0002542505116416842,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 0.8560912078750774, 1.4]",0.0005080128936261012,0.0005683763544449125,True
"[0.05723689199147829, 0.07319476868138912, 0.5234943972864351, 1.0947728947252522, 1.4]",0.0007055661390804858,0.0008725899136522692,True
"[0.05723689199147829, 0.07319476868138912, 0.6694467498530259, 0.8560912078750774, 1.0947728947252522]",7.217896098984129e-05,9.03934535735048e-05,True
"[0.05723689199147829, 0.07319476868138912, 0.6694467498530259, 0.8560912078750774, 1.4]",0.00022160511401759245,0.0002683489708854063,True
"[0.05723689199147829, 0.07319476868138912, 0.6694467498530259, 1.0947728947252522, 1.4]",0.00048236480485373855,0.0006630538078626224,True
"[0.05723689199147829, 0.07319476868138912, 0.8560912078750774, 1.0947728947252522, 1.4]",0.0001506122104501567,0.0002220713403554421,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.1957474171359199]",2.2899231971838765e-09,2.29955471113456e-09,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.25032258773548044]",6.768155226653685e-09,6.792246494745455e-09,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.3201135363491284]",1.4351281745582156e-08,1.439895268311258e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.4093624833498013]",2.6497456848504378e-08,2.658208666007288e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.5234943972864351]",4.461277619059419e-08,4.4755585327713154e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.6694467498530259]",6.958981805690143e-08,6.98184761191085e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 0.8560912078750774]",1.0117058616816707e-07,1.0151395069712133e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 1.0947728947252522]",1.375577343830414e-07,1.3804067723997577e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.15307069035205895, 1.4]",1.7572696363442865e-07,1.763635460325529e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.25032258773548044]",2.1078707671069945e-08,2.1185317462140838e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.3201135363491284]",4.969731670004646e-08,4.98735061270749e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.4093624833498013]",9.180215132187038e-08,9.209885129758687e-08,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.5234943972864351]",1.5315039091959186e-07,1.5364810716279782e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.6694467498530259]",2.3679537154167312e-07,2.3759000146161499e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 0.8560912078750774]",3.41998809518824e-07,3.431982965776938e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 1.0947728947252522]",4.6320862194776285e-07,4.6491180440840994e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.1957474171359199, 1.4]",5.90995002134408e-07,5.932658607426766e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 0.3201135363491284]",1.0903097111198594e-07,1.0955440732005039e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 0.4093624833498013]",2.1011233134409737e-07,2.1082788801168207e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 0.5234943972864351]",3.484869348071611e-07,3.4965544351450174e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 0.6694467498530259]",5.348690494820502e-07,5.367373133015714e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 0.8560912078750774]",7.684092128582853e-07,7.712565575975098e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 1.0947728947252522]",1.0378253287532812e-06,1.0419185831787355e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.25032258773548044, 1.4]",1.323525626679432e-06,1.3290549798199679e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 0.4093624833498013]",3.944785325581739e-07,3.961812168480834e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 0.5234943972864351]",6.658173195743918e-07,6.682543556813957e-07,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 0.6694467498530259]",1.0181041970102497e-06,1.0219659068929454e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 0.8560912078750774]",1.4575714307410583e-06,1.4635035176865973e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 1.0947728947252522]",1.965559550590452e-06,1.974185013132399e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.3201135363491284, 1.4]",2.507769449903458e-06,2.519564220813593e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.4093624833498013, 0.5234943972864351]",1.138242818382527e-06,1.1434026905976662e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.4093624833498013, 0.6694467498530259]",1.7525526476606048e-06,1.760038342801029e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.4093624833498013, 0.8560912078750774]",2.5042658011224583e-06,2.5157525257086745e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.4093624833498013, 1.0947728947252522]",3.3741674560639894e-06,3.3910142555105952e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.4093624833498013, 1.4]",4.3086266965549785e-06,4.331908614298541e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.5234943972864351, 0.6694467498530259]",2.7891954393767132e-06,2.8036639838284277e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.5234943972864351, 0.8560912078750774]",3.998011159354919e-06,4.019069590938851e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.5234943972864351, 1.0947728947252522]",5.3856547490753385e-06,5.416611967312332e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.5234943972864351, 1.4]",6.883804522659871e-06,6.926938385032724e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.6694467498530259, 0.8560912078750774]",5.9835835514778095e-06,6.021271040419365e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.6694467498530259, 1.0947728947252522]",8.078100470172027e-06,8.131849918555633e-06,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.6694467498530259, 1.4]",1.0335087954606646e-05,1.0410242803696072e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.8560912078750774, 1.0947728947252522]",1.1432655584037847e-05,1.1522269639494518e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 0.8560912078750774, 1.4]",1.4653112210845911e-05,1.477616005903127e-05,True
"[0.05723689199147829, 0.09360176585269005, 0.11969831626736879, 1.0947728947252522, 1.4]",1.9672413291008195e-05,1.9863694759016996e-05,True
